[1] 	5.23076923077	39	1.71794871795	0.769230769231	6.27272727273	22	1.77272727273	1.0	0.0188813716022	0.00553424784659	0.00308578495604	0.00220169751284	0.00439322321733	0.00147525774173
[1] 	4.53333333333	30	1.36666666667	0.866666666667	4.96666666667	60	1.31666666667	0.85	0.0188713078088	0.0055316265367	0.003084551877	0.00220094679673	0.0017693062807	0.00083490308048
[1] 	4.73170731707	41	1.46341463415	0.780487804878	5.4347826087	46	1.52173913043	0.804347826087	0.0188813716022	0.00553424784659	0.00308496077392	0.0022001931214	0.00176878037972	0.00117173607249
[1] 	5.14814814815	54	1.72222222222	0.777777777778	5.38461538462	65	1.46153846154	0.846153846154	0.0188713078088	0.0055316265367	0.00308372719528	0.00220044476876	0.00176895596478	0.000943722961063
[1] 	5.5	38	1.73684210526	0.868421052632	4.91803278689	61	1.34426229508	0.786885245902	0.0188813716022	0.00553424784659	0.00308537238537	0.00220119552748	0.00362818249513	0.00109507249164
[1] 	5.6976744186	43	2.0	0.953488372093	5.97142857143	35	1.57142857143	0.914285714286	0.0188813716022	0.0292607448119	0.0100158119371	0.00540224937979	0.00362875960922	0.00112452186399
[1] 	5.03703703704	27	1.55555555556	0.962962962963	4.53571428571	56	1.25	0.839285714286	0.000712758374911	0.000712758374911	0.000712758374911	0.000712758374911	0.000712673764468	0.000712095478235
[1] 	4.60714285714	28	1.5	0.821428571429	4.41975308642	81	1.23456790123	0.740740740741	0.000712758374911	0.000712758374911	0.000712504543581	0.000712555309847	0.000712167903307	0.000712096558626
[1] 	4.74705882353	170	1.42352941176	0.676470588235	4.48905109489	137	1.21897810219	0.671532846715	0.0188813716022	0.00553424784659	0.00308578495604	0.00220169751284	0.00177000542912	0.000822709838343
[1] 	4.31578947368	57	1.24561403509	0.824561403509	5.0652173913	46	1.45652173913	0.891304347826	0.000712758374911	0.000712758374911	0.000712758374911	0.000712758374911	0.000712673764468	0.000712161185221
[1] 	5.8	20	1.65	1.0	4.91891891892	37	1.37837837838	0.864864864865	0.000712758374911	0.000712758374911	0.000712758374911	0.000712758374911	0.000712758374911	0.000712329812307
[1] 	4.65	20	1.4	0.95	4.87234042553	47	1.17021276596	0.872340425532	0.17290553206	0.0211642403936	0.00932997008668	0.00510450660151	0.00346174972844	0.00118479923251
[1] 	4.65079365079	63	1.39682539683	0.84126984127	4.92424242424	66	1.28787878788	0.863636363636	0.000712758374911	0.000712758374911	0.000712758374911	0.000712758374911	0.000712758374911	0.000712514585048
